Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","7098.780643","Fc","Donnée calculée",""
"MK","Indicateurs macro","244","Samoa","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","4355.679937","Fc","Donnée calculée",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","1921.281086","Fc","Donnée calculée",""
"MK","Indicateurs macro","195","Sénégal","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","1332.832364","Fc","Donnée calculée",""
"MK","Indicateurs macro","272","Serbie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","5912.07572","Fc","Donnée calculée",""
"MK","Indicateurs macro","196","Seychelles","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","15692.735234","Fc","Donnée calculée",""
"MK","Indicateurs macro","197","Sierra Leone","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","494.835665","Fc","Donnée calculée",""
"MK","Indicateurs macro","200","Singapour","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","56736.770257","Fc","Donnée calculée",""
"MK","Indicateurs macro","199","Slovaquie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","17552.056324","Fc","Donnée calculée",""
"MK","Indicateurs macro","198","Slovénie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","23296.406703","Fc","Donnée calculée",""
"MK","Indicateurs macro","201","Somalie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","104.139954","Fc","Donnée calculée",""
"MK","Indicateurs macro","276","Soudan","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","2967.083433","Fc","Donnée calculée",""
"MK","Indicateurs macro","277","Soudan du Sud","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","452.770292","Fc","Donnée calculée",""
"MK","Indicateurs macro","38","Sri Lanka","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","4184.365324","Fc","Donnée calculée",""
"MK","Indicateurs macro","210","Suède","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","54043.340174","Fc","Donnée calculée",""
"MK","Indicateurs macro","211","Suisse","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","80101.204101","Fc","Donnée calculée",""
"MK","Indicateurs macro","207","Suriname","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","6757.426214","Fc","Donnée calculée",""
"MK","Indicateurs macro","208","Tadjikistan","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","800.963061","Fc","Donnée calculée",""
"MK","Indicateurs macro","39","Tchad","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","719.25903","Fc","Donnée calculée",""
"MK","Indicateurs macro","167","Tchéquie (la)","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","20325.715788","Fc","Donnée calculée",""
"MK","Indicateurs macro","216","Thaïlande","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","6595.001976","Fc","Donnée calculée",""
"MK","Indicateurs macro","176","Timor-Leste","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","2279.253204","Fc","Donnée calculée",""
"MK","Indicateurs macro","217","Togo","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","613.758639","Fc","Donnée calculée",""
"MK","Indicateurs macro","219","Tonga","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","3949.822802","Fc","Donnée calculée",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","16145.250758","Fc","Donnée calculée",""
"MK","Indicateurs macro","222","Tunisie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","3474.538392","Fc","Donnée calculée",""
"MK","Indicateurs macro","213","Turkménistan","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","6584.696357","Fc","Donnée calculée",""
"MK","Indicateurs macro","223","Turquie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","10546.057376","Fc","Donnée calculée",""
"MK","Indicateurs macro","227","Tuvalu","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","3923.561196","Fc","Donnée calculée",""
"MK","Indicateurs macro","230","Ukraine","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","2536.107749","Fc","Donnée calculée",""
"MK","Indicateurs macro","234","Uruguay","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","17120.184264","Fc","Donnée calculée",""
"MK","Indicateurs macro","155","Vanuatu","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","3128.39373","Fc","Donnée calculée",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","7977.359154","Fc","Donnée calculée",""
"MK","Indicateurs macro","237","Viet Nam","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","2342.244006","Fc","Donnée calculée",""
"MK","Indicateurs macro","249","Yémen","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","989.605354","Fc","Donnée calculée",""
"MK","Indicateurs macro","251","Zambie","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","1513.276223","Fc","Donnée calculée",""
"MK","Indicateurs macro","181","Zimbabwe","6119","Valeur (US $)","22014","Produit intérieur brut par habitant","2017","2017","","1091.166245","Fc","Donnée calculée",""
